รหัสรายการ,จังหวัด,ชื่อหน่วยงาน,ประเภทสถานที่,รูปแบบการศึกษา,กลุ่มเป้าหมาย,ขอบเขต/รูปแบบการเรียนรู้,อำเภอ,ตำบล,พิกัดที่ตั้ง,แถวต้นฉบับ,ข้อควรตรวจสอบ
TZD-06C508C3CF,แม่ฮ่องสอน,ศูนย์การเรียนหญ้าแพรก,วิชาการ,ตามอัธยาศัย,กลุ่มเด็กและเยาวชนอายุ 3-12 ปีในพื้นที่สุมเมย แม่สะเรียง แม่ลาน้อย,จัดรูปแบบการศึกษาแบบเทียบชั้นเรียนตามโครงสร้างหลักสูตร,แม่สะเรียง,,อ.แม่สะเรียง,470,
TZD-C51CC9455D,แม่ฮ่องสอน,ศูนย์การเรียนเพลินปาย,วิชาการ,ตามอัธยาศัย,กลุ่มเด็กต่างชาติที่สื่อสารภาษาอังกฤษเป็นหลัก อายุ 3-12 ปี,,ปาย,,อ.ปาย,471,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้
TZD-5DCBFE2E57,แม่ฮ่องสอน,ศูนย์การเรียนปีติปัญญา,วิชาการ,ตามอัธยาศัย,กลุ่มพี่น้องชาติพันธุ์และอื่นๆ อายุ 13-18 ปี,,แม่สะเรียง,,อ.แม่สะเรียง,472,ยังไม่ระบุขอบเขต/รูปแบบการเรียนรู้
TZD-D054985AD7,แม่ฮ่องสอน,สถาบันพัฒนาฝีมือแรงงาน,วิชาชีพ,ตามอัธยาศัย,กลุ่มเยาวชนที่ต้องการฝึกอาชีพเพื่อหาเลี้ยงชีพหรือครอบครัว,การฝึกอบรมระยะสั้น/ฝึกอาชีพ,เมืองแม่ฮ่องสอน,,อ.เมือง,473,
TZD-16F586F5FD,แม่ฮ่องสอน,วิทยาลัยนวมินทราชนีแม่ฮ่องสอน,วิชาชีพ,ตามอัธยาศัย,,การฝึกอาชีพระยะสั้น,เมืองแม่ฮ่องสอน,,อ.เมือง,474,ยังไม่ระบุกลุ่มเป้าหมาย
TZD-ED9B73A032,แม่ฮ่องสอน,วิทยาลัยนวมินทราชนีแม่สะเรียง,วิชาชีพ,ตามอัธยาศัย,,การฝึกอาชีพระยะสั้น,แม่สะเรียง,,อ.แม่สะเรียง,475,ยังไม่ระบุกลุ่มเป้าหมาย
TZD-D3E7A02D01,แม่ฮ่องสอน,ศูนย์ไทยใหญ่ศึกษา,วิชาชีวิต,ตามอัธยาศัย,เด็กอายุ 6-18 ปี,การศึกษาระยะสั้นตามหลักสูตร/สนใจ,เมืองแม่ฮ่องสอน,,อ.เมือง,476,
TZD-7A5BA8BB9F,แม่ฮ่องสอน,ศูนย์ศพด.ในแต่ละตำบล,วิชาชีวิต,ในระบบ,เด็กอายุ 3-5 ปี,พัฒนาการชีวิตต่อเนื่อง,,,พิื้นที่ทุกตำบล,477,
TZD-CAB9C3F4A3,เชียงใหม่,โฮงเฮียนสืบสานภูมิปัญญาล้านนา,วิชาชีพ,ตามอัธยาศัย,15-18,สอนศิลปะการแสดงล้านนา,เมืองเชียงใหม่,วัดเกต,,"478, 480",
TZD-45D88442CB,เชียงใหม่,ศูนย์การเรียนรู้ปรัชญาเศรษฐกิจพอเพียงตามแนวพระราชดำริ และศูนย์สาธิตและส่งเสริมศิลปาชีพ ภาคเหนือ,วิชาชีพ,ตามอัธยาศัย,เยาวชนทุกคน,แหล่งการเรียนรู้แนวปรัชญาเศรษฐกิจพอเพียงตามแนวพระราชดำริ และส่งเสริมการใช้ทรัพยากรและภูมิปัญญาท้องถิ่นในแบบ edutainment สำหรับเด็ก เยาวชน และผู้ที่สนใจ ประกอบด้วยส่วนนิทรรศการและการสาธิต มีแปลงสาธิตเกษตรทฤษฎีใหม่ แปลงพืชผสมผสาน ส่วนสาธิตเศรษฐกิจพอเพียง และมีนิทรรศการโครงการสาธิตและส่งเสริมศิลปาชีพ เป็นต้น,แม่ริม,แม่สา,https://maps.app.goo.gl/qJ8zL78jPQBYpL2m6,"479, 481",
